id,mine_id,date,shift,planned_qty_tonnes,actual_qty_tonnes,shortfall_tonnes,ore_grade_percent,waste_tonnes,stripping_ratio,blasting_done,blasting_delay_hours
47,1,2024-01-24,morning,785.6,803.2,0,41.6,5702.9,7.1,False,0.0
48,1,2024-01-24,afternoon,523.8,535.5,0,41.6,3801.9,7.1,False,0.0
49,1,2024-01-25,morning,768.6,775.6,0,39.24,3986.4,5.14,True,0.0
50,1,2024-01-25,afternoon,512.4,517.0,0,39.24,2657.6,5.14,True,0.0
51,1,2024-01-26,morning,824.8,852.3,0,40.98,5275.7,6.19,True,0.0
52,1,2024-01-26,afternoon,549.8,568.2,0,40.98,3517.2,6.19,True,0.0
53,1,2024-01-27,morning,773.2,794.0,0,38.76,6161.3,7.76,True,0.0
54,1,2024-01-27,afternoon,515.4,529.3,0,38.76,4107.5,7.76,True,0.0
55,1,2024-01-28,morning,770.6,194.2,576.4,40.04,976.6,5.03,True,0.0
56,1,2024-01-28,afternoon,513.7,129.4,384.3,40.04,651.1,5.03,True,0.0
57,1,2024-01-29,morning,822.1,866.4,0,42.23,5224.4,6.03,False,0.0
58,1,2024-01-29,afternoon,548.0,577.6,0,42.23,3482.9,6.03,False,0.0
59,1,2024-01-30,morning,805.3,832.4,0,38.35,4661.3,5.6,False,0.0
60,1,2024-01-30,afternoon,536.8,554.9,0,38.35,3107.6,5.6,False,0.0
61,1,2024-01-31,morning,812.9,842.4,0,42.7,5357.7,6.36,True,0.0
62,1,2024-01-31,afternoon,541.9,561.6,0,42.7,3571.8,6.36,True,0.0
63,1,2024-02-01,morning,800.5,707.6,92.9,42.24,4641.7,6.56,True,2.9
64,1,2024-02-01,afternoon,533.6,471.7,61.9,42.24,3094.5,6.56,True,0.0
65,1,2024-02-02,morning,823.0,818.3,4.6,42.45,5712.0,6.98,False,0.0
66,1,2024-02-02,afternoon,548.6,545.6,3.1,42.45,3808.0,6.98,False,0.0
67,1,2024-02-03,morning,815.8,784.3,31.6,43.37,3842.9,4.9,True,0.0
68,1,2024-02-03,afternoon,543.9,522.8,21.0,43.37,2561.9,4.9,True,0.0
69,1,2024-02-04,morning,794.2,209.3,584.9,39.83,1387.5,6.63,True,0.0
70,1,2024-02-04,afternoon,529.5,139.5,390.0,39.83,925.0,6.63,True,0.0
71,1,2024-02-05,morning,767.3,826.5,0,43.53,4661.5,5.64,False,0.0
72,1,2024-02-05,afternoon,511.6,551.0,0,43.53,3107.6,5.64,False,0.0
73,1,2024-02-06,morning,787.6,819.4,0,40.34,3490.5,4.26,False,0.0
74,1,2024-02-06,afternoon,525.0,546.2,0,40.34,2327.0,4.26,False,0.0
75,1,2024-02-07,morning,807.9,828.8,0,37.63,4517.2,5.45,True,0.0
76,1,2024-02-07,afternoon,538.6,552.6,0,37.63,3011.5,5.45,True,0.0
77,1,2024-02-08,morning,776.2,821.1,0,42.62,4639.2,5.65,True,0.0
78,1,2024-02-08,afternoon,517.4,547.4,0,42.62,3092.8,5.65,True,0.0
79,1,2024-02-09,morning,797.3,813.8,0,41.53,3759.9,4.62,True,0.0
80,1,2024-02-09,afternoon,531.5,542.6,0,41.53,2506.6,4.62,True,0.0
81,1,2024-02-10,morning,778.1,794.9,0,40.02,4602.7,5.79,True,2.4
82,1,2024-02-10,afternoon,518.8,530.0,0,40.02,3068.5,5.79,True,0.0
83,1,2024-02-11,morning,783.4,193.7,589.6,42.94,1439.5,7.43,True,0.0
84,1,2024-02-11,afternoon,522.2,129.2,393.1,42.94,959.7,7.43,True,0.0
85,1,2024-02-12,morning,792.4,842.7,0,41.81,4702.3,5.58,False,0.0
86,1,2024-02-12,afternoon,528.3,561.8,0,41.81,3134.8,5.58,False,0.0
87,1,2024-02-13,morning,812.6,848.5,0,40.27,5201.1,6.13,True,0.0
88,1,2024-02-13,afternoon,541.7,565.6,0,40.27,3467.4,6.13,True,0.0
89,1,2024-02-14,morning,778.5,812.8,0,41.49,4584.3,5.64,False,0.0
90,1,2024-02-14,afternoon,519.0,541.9,0,41.49,3056.2,5.64,False,0.0
91,1,2024-02-15,morning,773.2,793.7,0,39.85,4976.4,6.27,True,0.0
92,1,2024-02-15,afternoon,515.4,529.1,0,39.85,3317.6,6.27,True,0.0
93,1,2024-02-16,morning,809.2,794.5,14.6,41.63,5442.5,6.85,True,0.0
94,1,2024-02-16,afternoon,539.4,529.7,9.8,41.63,3628.3,6.85,True,0.0
95,1,2024-02-17,morning,776.3,677.6,98.7,42.83,4743.5,7.0,True,2.7
96,1,2024-02-17,afternoon,517.6,451.8,65.8,42.83,3162.3,7.0,True,0.0
97,1,2024-02-18,morning,766.8,186.8,580.0,44.32,788.2,4.22,True,0.0
98,1,2024-02-18,afternoon,511.2,124.5,386.7,44.32,525.5,4.22,True,0.0
99,1,2024-02-19,morning,785.4,733.8,51.6,37.96,4600.9,6.27,True,4.6
100,1,2024-02-19,afternoon,523.6,489.2,34.4,37.96,3067.3,6.27,True,0.0
101,1,2024-02-20,morning,773.4,767.9,5.5,41.5,4323.5,5.63,True,0.0
102,1,2024-02-20,afternoon,515.6,512.0,3.6,41.5,2882.3,5.63,True,0.0
103,1,2024-02-21,morning,788.7,806.9,0,40.56,4397.5,5.45,True,0.0
104,1,2024-02-21,afternoon,525.8,537.9,0,40.56,2931.7,5.45,True,0.0
105,1,2024-02-22,morning,811.1,862.4,0,41.41,5234.6,6.07,True,0.0
106,1,2024-02-22,afternoon,540.7,574.9,0,41.41,3489.8,6.07,True,0.0
107,1,2024-02-23,morning,785.9,818.0,0,41.71,4499.2,5.5,False,0.0
108,1,2024-02-23,afternoon,523.9,545.4,0,41.71,2999.5,5.5,False,0.0
109,1,2024-02-24,morning,773.7,822.8,0,43.09,4253.8,5.17,False,0.0
110,1,2024-02-24,afternoon,515.8,548.5,0,43.09,2835.8,5.17,False,0.0
111,1,2024-02-25,morning,788.7,170.4,618.3,41.07,961.1,5.64,True,2.8
112,1,2024-02-25,afternoon,525.8,113.6,412.2,41.07,640.7,5.64,True,0.0
113,1,2024-02-26,morning,798.1,809.3,0,40.91,5770.2,7.13,True,0.0
114,1,2024-02-26,afternoon,532.0,539.5,0,40.91,3846.8,7.13,True,0.0
115,1,2024-02-27,morning,816.2,837.9,0,38.3,5932.3,7.08,False,0.0
116,1,2024-02-27,afternoon,544.1,558.6,0,38.3,3954.9,7.08,False,0.0
117,1,2024-02-28,morning,791.8,830.3,0,44.03,4749.5,5.72,False,0.0
118,1,2024-02-28,afternoon,527.9,553.6,0,44.03,3166.4,5.72,False,0.0
119,1,2024-02-29,morning,795.7,824.1,0,44.35,4202.9,5.1,True,0.0
120,1,2024-02-29,afternoon,530.5,549.4,0,44.35,2801.9,5.1,True,0.0
121,1,2024-03-01,morning,764.8,764.9,0,41.8,3664.1,4.79,False,0.0
122,1,2024-03-01,afternoon,509.9,510.0,0,41.8,2442.7,4.79,False,0.0
123,1,2024-03-02,morning,767.9,766.0,2.0,42.85,4212.8,5.5,True,0.0
124,1,2024-03-02,afternoon,512.0,510.6,1.3,42.85,2808.5,5.5,True,0.0
125,1,2024-03-03,morning,813.2,194.8,618.5,40.45,1063.4,5.46,True,0.0
126,1,2024-03-03,afternoon,542.2,129.8,412.3,40.45,708.9,5.46,True,0.0
127,1,2024-03-04,morning,803.0,771.5,31.5,39.28,4143.2,5.37,True,2.5
128,1,2024-03-04,afternoon,535.4,514.4,21.0,39.28,2762.1,5.37,True,0.0
129,1,2024-03-05,morning,811.0,771.7,39.4,37.11,4946.3,6.41,True,0.0
130,1,2024-03-05,afternoon,540.7,514.4,26.2,37.11,3297.6,6.41,True,0.0
131,1,2024-03-06,morning,802.5,803.8,0,42.52,5144.1,6.4,True,0.0
132,1,2024-03-06,afternoon,535.0,535.8,0,42.52,3429.4,6.4,True,0.0
133,1,2024-03-07,morning,819.4,767.5,51.9,40.48,4175.3,5.44,False,0.0
134,1,2024-03-07,afternoon,546.3,511.7,34.6,40.48,2783.5,5.44,False,0.0
135,1,2024-03-08,morning,800.2,689.7,110.5,43.91,5227.9,7.58,True,4.2
136,1,2024-03-08,afternoon,533.5,459.8,73.7,43.91,3485.3,7.58,True,0.0
137,1,2024-03-09,morning,794.9,782.7,12.2,42.43,5698.1,7.28,True,0.0
138,1,2024-03-09,afternoon,529.9,521.8,8.1,42.43,3798.7,7.28,True,0.0
139,1,2024-03-10,morning,809.0,185.1,623.9,42.43,1042.1,5.63,True,0.0
140,1,2024-03-10,afternoon,539.4,123.4,416.0,42.43,694.7,5.63,True,0.0
141,1,2024-03-11,morning,821.3,733.7,87.5,35.58,5121.5,6.98,True,0.0
142,1,2024-03-11,afternoon,547.5,489.2,58.4,35.58,3414.3,6.98,True,0.0
143,1,2024-03-12,morning,801.1,716.6,84.5,40.6,5410.2,7.55,False,0.0
144,1,2024-03-12,afternoon,534.0,477.7,56.3,40.6,3606.8,7.55,False,0.0
145,1,2024-03-13,morning,776.3,725.6,50.8,40.41,3381.2,4.66,True,0.0
146,1,2024-03-13,afternoon,517.6,483.7,33.8,40.41,2254.1,4.66,True,0.0
147,1,2024-03-14,morning,784.4,610.9,173.6,41.32,4483.7,7.34,True,3.1
148,1,2024-03-14,afternoon,523.0,407.2,115.7,41.32,2989.1,7.34,True,0.0
149,1,2024-03-15,morning,796.6,805.3,0,39.17,6128.0,7.61,False,0.0
150,1,2024-03-15,afternoon,531.1,536.8,0,39.17,4085.4,7.61,False,0.0
151,1,2024-03-16,morning,809.3,763.9,45.4,40.91,4965.5,6.5,True,0.0
152,1,2024-03-16,afternoon,539.6,509.3,30.3,40.91,3310.3,6.5,True,0.0
153,1,2024-03-17,morning,819.5,195.6,623.9,40.84,884.1,4.52,True,0.0
154,1,2024-03-17,afternoon,546.3,130.4,415.9,40.84,589.4,4.52,True,0.0
155,1,2024-03-18,morning,762.5,687.6,74.9,43.23,3596.1,5.23,True,2.0
156,1,2024-03-18,afternoon,508.3,458.4,49.9,43.23,2397.4,5.23,True,0.0
157,1,2024-03-19,morning,805.4,769.1,36.3,42.22,5353.2,6.96,True,2.5
158,1,2024-03-19,afternoon,537.0,512.8,24.2,42.22,3568.8,6.96,True,0.0
159,1,2024-03-20,morning,796.6,789.9,6.7,39.18,5829.5,7.38,False,0.0
160,1,2024-03-20,afternoon,531.1,526.6,4.5,39.18,3886.3,7.38,False,0.0
161,1,2024-03-21,morning,777.7,731.9,45.7,41.63,5255.3,7.18,True,0.0
162,1,2024-03-21,afternoon,518.4,488.0,30.5,41.63,3503.6,7.18,True,0.0
163,1,2024-03-22,morning,794.6,768.8,25.8,42.22,5150.8,6.7,True,0.0
164,1,2024-03-22,afternoon,529.7,512.5,17.2,42.22,3433.9,6.7,True,0.0
165,1,2024-03-23,morning,803.0,737.2,65.8,42.39,3597.3,4.88,True,0.0
166,1,2024-03-23,afternoon,535.3,491.4,43.9,42.39,2398.2,4.88,True,0.0
167,1,2024-03-24,morning,790.7,155.8,635.0,41.91,833.3,5.35,True,3.2
168,1,2024-03-24,afternoon,527.2,103.8,423.3,41.91,555.5,5.35,True,0.0
169,1,2024-03-25,morning,823.4,742.1,81.2,41.31,5714.5,7.7,False,0.0
170,1,2024-03-25,afternoon,548.9,494.8,54.2,41.31,3809.7,7.7,False,0.0
171,1,2024-03-26,morning,762.3,717.6,44.7,42.41,3049.8,4.25,False,0.0
172,1,2024-03-26,afternoon,508.2,478.4,29.8,42.41,2033.2,4.25,False,0.0
173,1,2024-03-27,morning,788.5,717.8,70.6,41.35,3976.8,5.54,True,0.0
174,1,2024-03-27,afternoon,525.6,478.6,47.1,41.35,2651.2,5.54,True,0.0
175,1,2024-03-28,morning,809.5,721.4,88.0,41.07,3722.6,5.16,False,0.0
176,1,2024-03-28,afternoon,539.6,481.0,58.7,41.07,2481.8,5.16,False,0.0
177,1,2024-03-29,morning,796.3,744.5,51.8,41.5,5524.5,7.42,False,0.0
178,1,2024-03-29,afternoon,530.9,496.4,34.5,41.5,3683.0,7.42,False,0.0
179,1,2024-03-30,morning,823.7,726.3,97.4,43.26,5599.8,7.71,True,0.0
180,1,2024-03-30,afternoon,549.1,484.2,64.9,43.26,3733.2,7.71,True,0.0
181,1,2024-03-31,morning,824.9,188.6,636.3,43.71,1292.2,6.85,False,0.0
182,1,2024-03-31,afternoon,550.0,125.8,424.2,43.71,861.5,6.85,False,0.0
183,1,2024-04-01,morning,786.5,683.3,103.2,42.98,4660.0,6.82,True,2.1
184,1,2024-04-01,afternoon,524.3,455.5,68.8,42.98,3106.6,6.82,True,0.0
185,1,2024-04-02,morning,796.7,730.6,66.1,40.99,4332.2,5.93,False,0.0
186,1,2024-04-02,afternoon,531.1,487.0,44.1,40.99,2888.1,5.93,False,0.0
187,1,2024-04-03,morning,804.1,687.3,116.8,43.12,3958.8,5.76,True,0.0
188,1,2024-04-03,afternoon,536.1,458.2,77.9,43.12,2639.2,5.76,True,0.0
189,1,2024-04-04,morning,812.2,691.5,120.7,43.83,3512.8,5.08,True,0.0
190,1,2024-04-04,afternoon,541.5,461.0,80.5,43.83,2341.9,5.08,True,0.0
191,1,2024-04-05,morning,805.5,734.8,70.7,41.04,5121.3,6.97,False,0.0
192,1,2024-04-05,afternoon,537.0,489.8,47.2,41.04,3414.2,6.97,False,0.0
193,1,2024-04-06,morning,793.6,692.3,101.3,41.54,5323.6,7.69,True,0.0
194,1,2024-04-06,afternoon,529.0,461.5,67.5,41.54,3549.1,7.69,True,0.0
195,1,2024-04-07,morning,771.6,170.2,601.4,40.87,1014.2,5.96,True,0.0
196,1,2024-04-07,afternoon,514.4,113.4,401.0,40.87,676.1,5.96,True,0.0
197,1,2024-04-08,morning,797.3,700.4,96.8,41.46,5190.3,7.41,True,0.0
198,1,2024-04-08,afternoon,531.5,467.0,64.6,41.46,3460.2,7.41,True,0.0
199,1,2024-04-09,morning,807.8,714.1,93.7,41.13,3099.0,4.34,False,0.0
200,1,2024-04-09,afternoon,538.5,476.0,62.5,41.13,2066.0,4.34,False,0.0
201,1,2024-04-10,morning,797.3,728.4,68.9,39.97,4545.2,6.24,True,0.0
202,1,2024-04-10,afternoon,531.5,485.6,45.9,39.97,3030.1,6.24,True,0.0
203,1,2024-04-11,morning,816.9,728.8,88.1,41.07,4453.1,6.11,True,2.1
204,1,2024-04-11,afternoon,544.6,485.9,58.7,41.07,2968.7,6.11,True,0.0
205,1,2024-04-12,morning,813.8,724.7,89.2,38.57,5065.5,6.99,True,0.0
206,1,2024-04-12,afternoon,542.6,483.1,59.4,38.57,3377.0,6.99,True,0.0
207,1,2024-04-13,morning,801.1,744.6,56.5,41.39,3983.6,5.35,True,0.0
208,1,2024-04-13,afternoon,534.1,496.4,37.7,41.39,2655.7,5.35,True,0.0
209,1,2024-04-14,morning,823.2,176.1,647.1,41.6,1172.8,6.66,True,0.0
210,1,2024-04-14,afternoon,548.8,117.4,431.4,41.6,781.9,6.66,True,0.0
211,1,2024-04-15,morning,787.8,689.7,98.1,40.46,4531.3,6.57,True,0.0
212,1,2024-04-15,afternoon,525.2,459.8,65.4,40.46,3020.9,6.57,True,0.0
213,1,2024-04-16,morning,821.3,701.4,119.9,42.42,3023.0,4.31,False,0.0
214,1,2024-04-16,afternoon,547.6,467.6,80.0,42.42,2015.4,4.31,False,0.0
215,1,2024-04-17,morning,802.6,684.5,118.1,42.23,4414.9,6.45,True,0.0
216,1,2024-04-17,afternoon,535.0,456.3,78.7,42.23,2943.3,6.45,True,0.0
217,1,2024-04-18,morning,764.9,690.8,74.1,45.54,4683.9,6.78,False,0.0
218,1,2024-04-18,afternoon,510.0,460.6,49.4,45.54,3122.6,6.78,False,0.0
219,1,2024-04-19,morning,820.7,746.0,74.7,41.83,4849.3,6.5,True,0.0
220,1,2024-04-19,afternoon,547.2,497.4,49.8,41.83,3232.8,6.5,True,0.0
221,1,2024-04-20,morning,809.0,628.3,180.7,39.86,2770.6,4.41,True,4.3
222,1,2024-04-20,afternoon,539.3,418.8,120.5,39.86,1847.1,4.41,True,0.0
223,1,2024-04-21,morning,814.8,186.6,628.2,40.02,929.3,4.98,False,0.0
224,1,2024-04-21,afternoon,543.2,124.4,418.8,40.02,619.5,4.98,False,0.0
225,1,2024-04-22,morning,768.2,688.9,79.3,42.42,3851.1,5.59,False,0.0
226,1,2024-04-22,afternoon,512.2,459.3,52.9,42.42,2567.4,5.59,False,0.0
227,1,2024-04-23,morning,821.9,740.8,81.1,43.97,5104.2,6.89,True,0.0
228,1,2024-04-23,afternoon,548.0,493.9,54.1,43.97,3402.8,6.89,True,0.0
229,1,2024-04-24,morning,798.4,645.7,152.7,42.1,2950.9,4.57,True,3.0
230,1,2024-04-24,afternoon,532.3,430.5,101.8,42.1,1967.3,4.57,True,0.0
231,1,2024-04-25,morning,803.5,719.5,84.1,39.31,5439.1,7.56,True,0.0
232,1,2024-04-25,afternoon,535.7,479.6,56.0,39.31,3626.1,7.56,True,0.0
233,1,2024-04-26,morning,796.7,652.9,143.8,42.23,4230.9,6.48,True,2.9
234,1,2024-04-26,afternoon,531.2,435.3,95.9,42.23,2820.6,6.48,True,0.0
235,1,2024-04-27,morning,796.4,694.2,102.2,40.09,4776.1,6.88,True,0.0
236,1,2024-04-27,afternoon,531.0,462.8,68.2,40.09,3184.1,6.88,True,0.0
237,1,2024-04-28,morning,790.5,174.4,616.1,41.43,753.2,4.32,True,0.0
238,1,2024-04-28,afternoon,527.0,116.2,410.8,41.43,502.2,4.32,True,0.0
239,1,2024-04-29,morning,818.3,705.5,112.8,41.82,5460.9,7.74,False,0.0
240,1,2024-04-29,afternoon,545.6,470.4,75.2,41.82,3640.6,7.74,False,0.0
241,1,2024-04-30,morning,781.8,598.1,183.7,39.17,4491.6,7.51,True,4.4
242,1,2024-04-30,afternoon,521.2,398.7,122.5,39.17,2994.4,7.51,True,0.0
243,1,2024-05-01,morning,767.8,692.2,75.7,41.33,3564.6,5.15,True,0.0
244,1,2024-05-01,afternoon,511.9,461.4,50.4,41.33,2376.4,5.15,True,0.0
245,1,2024-05-02,morning,777.7,723.3,54.4,39.39,3819.0,5.28,False,0.0
246,1,2024-05-02,afternoon,518.4,482.2,36.2,39.39,2546.0,5.28,False,0.0
247,1,2024-05-03,morning,766.7,666.7,100.0,40.5,3973.3,5.96,True,0.0
248,1,2024-05-03,afternoon,511.1,444.4,66.7,40.5,2648.9,5.96,True,0.0
249,1,2024-05-04,morning,806.4,750.7,55.7,44.68,4886.8,6.51,True,0.0
250,1,2024-05-04,afternoon,537.6,500.4,37.2,44.68,3257.9,6.51,True,0.0
251,1,2024-05-05,morning,811.3,179.4,631.9,42.26,1322.2,7.37,True,0.0
252,1,2024-05-05,afternoon,540.9,119.6,421.3,42.26,881.5,7.37,True,0.0
253,1,2024-05-06,morning,820.9,729.8,91.0,41.45,5087.0,6.97,False,0.0
254,1,2024-05-06,afternoon,547.2,486.6,60.7,41.45,3391.3,6.97,False,0.0
255,1,2024-05-07,morning,802.0,748.7,53.3,38.0,4559.8,6.09,True,0.0
256,1,2024-05-07,afternoon,534.7,499.2,35.5,38.0,3039.9,6.09,True,0.0
257,1,2024-05-08,morning,797.6,700.9,96.7,38.64,3329.4,4.75,True,0.0
258,1,2024-05-08,afternoon,531.8,467.3,64.5,38.64,2219.6,4.75,True,0.0
259,1,2024-05-09,morning,809.6,758.9,50.7,36.0,4363.6,5.75,True,0.0
260,1,2024-05-09,afternoon,539.7,505.9,33.8,36.0,2909.0,5.75,True,0.0
261,1,2024-05-10,morning,771.2,710.1,61.1,40.16,4885.5,6.88,True,0.0
262,1,2024-05-10,afternoon,514.1,473.4,40.7,40.16,3257.0,6.88,True,0.0
263,1,2024-05-11,morning,789.4,615.4,174.0,41.08,3021.4,4.91,True,3.2
264,1,2024-05-11,afternoon,526.2,410.2,116.0,41.08,2014.3,4.91,True,0.0
265,1,2024-05-12,morning,798.1,155.5,642.5,41.31,788.5,5.07,True,3.3
266,1,2024-05-12,afternoon,532.0,103.7,428.4,41.31,525.7,5.07,True,0.0
267,1,2024-05-13,morning,798.4,727.8,70.6,43.4,4141.2,5.69,False,0.0
268,1,2024-05-13,afternoon,532.2,485.2,47.0,43.4,2760.8,5.69,False,0.0
269,1,2024-05-14,morning,773.9,683.2,90.7,42.31,4762.0,6.97,True,0.0
270,1,2024-05-14,afternoon,515.9,455.5,60.4,42.31,3174.7,6.97,True,0.0
271,1,2024-05-15,morning,812.8,751.0,61.8,42.96,5654.7,7.53,True,0.0
272,1,2024-05-15,afternoon,541.8,500.6,41.2,42.96,3769.8,7.53,True,0.0
273,1,2024-05-16,morning,805.3,701.5,103.9,44.03,4784.0,6.82,False,0.0
274,1,2024-05-16,afternoon,536.9,467.6,69.2,44.03,3189.3,6.82,False,0.0
275,1,2024-05-17,morning,801.2,698.6,102.7,43.02,5029.8,7.2,False,0.0
276,1,2024-05-17,afternoon,534.2,465.7,68.4,43.02,3353.2,7.2,False,0.0
277,1,2024-05-18,morning,783.6,686.3,97.3,40.05,4049.4,5.9,True,0.0
278,1,2024-05-18,afternoon,522.4,457.6,64.8,40.05,2699.6,5.9,True,0.0
279,1,2024-05-19,morning,796.5,173.0,623.5,44.07,1114.4,6.44,True,0.0
280,1,2024-05-19,afternoon,531.0,115.4,415.6,44.07,742.9,6.44,True,0.0
281,1,2024-05-20,morning,805.9,757.0,48.9,40.14,5647.4,7.46,True,0.0
282,1,2024-05-20,afternoon,537.3,504.7,32.6,40.14,3764.9,7.46,True,0.0
283,1,2024-05-21,morning,774.5,662.5,112.0,41.27,3889.0,5.87,True,0.0
284,1,2024-05-21,afternoon,516.4,441.7,74.7,41.27,2592.7,5.87,True,0.0
285,1,2024-05-22,morning,766.0,716.3,49.7,40.95,5364.9,7.49,True,0.0
286,1,2024-05-22,afternoon,510.7,477.5,33.2,40.95,3576.6,7.49,True,0.0
287,1,2024-05-23,morning,817.9,630.7,187.1,42.16,4257.4,6.75,True,3.3
288,1,2024-05-23,afternoon,545.2,420.5,124.8,42.16,2838.2,6.75,True,0.0
289,1,2024-05-24,morning,792.6,738.2,54.4,43.76,3631.8,4.92,True,0.0
290,1,2024-05-24,afternoon,528.4,492.1,36.3,43.76,2421.2,4.92,True,0.0
291,1,2024-05-25,morning,764.3,698.7,65.6,41.02,4164.3,5.96,True,0.0
292,1,2024-05-25,afternoon,509.6,465.8,43.8,41.02,2776.2,5.96,True,0.0
293,1,2024-05-26,morning,763.0,174.9,588.1,46.49,925.2,5.29,True,0.0
294,1,2024-05-26,afternoon,508.6,116.6,392.0,46.49,616.8,5.29,True,0.0
295,1,2024-05-27,morning,765.7,669.9,95.8,41.37,3744.7,5.59,False,0.0
296,1,2024-05-27,afternoon,510.5,446.6,63.9,41.37,2496.5,5.59,False,0.0
297,1,2024-05-28,morning,824.7,775.2,49.5,40.74,4209.3,5.43,True,2.3
298,1,2024-05-28,afternoon,549.8,516.8,33.0,40.74,2806.2,5.43,True,0.0
299,1,2024-05-29,morning,794.9,640.5,154.4,42.11,3650.8,5.7,True,3.9
300,1,2024-05-29,afternoon,529.9,427.0,102.9,42.11,2433.9,5.7,True,0.0
301,1,2024-05-30,morning,788.9,711.2,77.6,43.27,4139.4,5.82,True,0.0
302,1,2024-05-30,afternoon,525.9,474.2,51.8,43.27,2759.6,5.82,True,0.0
303,1,2024-05-31,morning,805.3,726.6,78.7,43.43,3415.0,4.7,False,0.0
304,1,2024-05-31,afternoon,536.8,484.4,52.4,43.43,2276.7,4.7,False,0.0
