id,mine_id,date,rainfall_mm,temperature_max_c,temperature_min_c,humidity_percent,soil_moisture_index,wind_speed_kmh
168,1,2024-06-16,0.0,32.8,23.3,61.5,0.19,13.0
169,1,2024-06-17,18.3,37.1,23.4,55.3,0.189,11.6
170,1,2024-06-18,0.0,37.3,21.4,58.7,0.231,18.6
171,1,2024-06-19,0.0,37.4,22.1,62.0,0.335,10.0
172,1,2024-06-20,0.0,34.7,18.5,51.8,0.259,11.8
173,1,2024-06-21,30.0,35.8,20.5,50.6,0.314,19.5
174,1,2024-06-22,0.0,33.1,18.2,68.9,0.333,4.1
175,1,2024-06-23,9.8,34.2,22.0,60.6,0.286,13.1
176,1,2024-06-24,37.1,34.6,19.2,53.6,0.288,20.4
177,1,2024-06-25,36.0,34.0,22.9,59.7,0.239,14.3
178,1,2024-06-26,0.0,37.9,19.8,55.6,0.186,9.2
179,1,2024-06-27,0.0,32.8,22.1,69.8,0.313,15.8
180,1,2024-06-28,0.0,32.7,23.4,50.9,0.312,8.0
181,1,2024-06-29,12.0,33.9,22.8,47.0,0.269,15.9
182,1,2024-06-30,0.0,37.2,22.1,54.4,0.309,9.9
183,1,2024-07-01,30.3,30.8,25.0,91.6,0.645,8.9
184,1,2024-07-02,55.0,33.0,25.9,96.6,0.804,12.5
185,1,2024-07-03,68.3,28.4,23.5,100.0,0.889,8.8
186,1,2024-07-04,135.2,30.7,23.9,100.0,1.0,8.9
187,1,2024-07-05,36.1,32.2,23.9,93.1,0.682,3.5
188,1,2024-07-06,64.9,28.7,24.8,99.9,0.867,11.1
189,1,2024-07-07,34.8,28.5,23.6,99.1,0.674,9.7
190,1,2024-07-08,52.0,31.5,25.1,91.6,0.784,11.9
191,1,2024-07-09,15.9,32.4,23.6,86.7,0.552,14.3
192,1,2024-07-10,66.2,30.5,25.5,92.1,0.876,13.3
193,1,2024-07-11,37.4,30.8,23.3,100.0,0.69,14.8
194,1,2024-07-12,37.3,29.7,24.5,94.7,0.69,13.8
195,1,2024-07-13,158.8,31.1,24.5,100.0,1.0,11.1
196,1,2024-07-14,86.3,30.8,25.6,100.0,1.0,14.2
197,1,2024-07-15,2.4,32.1,23.6,84.2,0.465,9.6
198,1,2024-07-16,1.3,30.6,25.6,80.1,0.458,19.3
199,1,2024-07-17,39.0,29.3,23.7,94.6,0.701,20.4
200,1,2024-07-18,49.8,32.9,23.4,93.7,0.77,9.4
201,1,2024-07-19,1.6,29.8,24.5,80.5,0.46,18.7
202,1,2024-07-20,2.2,29.3,25.9,94.0,0.464,8.9
203,1,2024-07-21,47.0,28.1,23.0,86.1,0.752,6.5
204,1,2024-07-22,1.2,31.5,25.4,78.8,0.458,14.7
205,1,2024-07-23,76.1,30.1,23.2,100.0,0.939,13.0
206,1,2024-07-24,0.1,31.1,23.9,94.5,0.451,6.1
207,1,2024-07-25,2.4,30.9,25.4,92.0,0.465,12.7
208,1,2024-07-26,16.1,32.6,24.9,82.3,0.553,6.5
209,1,2024-07-27,30.9,30.4,23.3,81.6,0.649,11.8
210,1,2024-07-28,0.8,31.5,25.1,84.4,0.455,14.3
211,1,2024-07-29,2.2,30.8,24.0,91.0,0.464,2.0
212,1,2024-07-30,1.7,29.8,25.0,82.2,0.461,14.8
213,1,2024-07-31,41.4,30.6,23.6,96.9,0.716,9.5
214,1,2024-08-01,40.5,29.1,26.0,94.5,0.71,12.2
215,1,2024-08-02,42.3,28.7,25.8,92.2,0.722,10.3
216,1,2024-08-03,53.9,28.9,24.6,100.0,0.796,2.7
217,1,2024-08-04,68.4,30.4,23.1,95.1,0.89,10.6
218,1,2024-08-05,79.3,32.6,24.4,100.0,0.96,15.1
219,1,2024-08-06,18.7,28.5,23.5,79.3,0.57,19.8
220,1,2024-08-07,35.2,31.9,25.0,82.8,0.676,14.8
221,1,2024-08-08,2.2,32.5,23.4,84.7,0.464,9.7
222,1,2024-08-09,47.9,30.4,24.1,99.1,0.758,12.7
223,1,2024-08-10,65.3,28.8,25.8,95.1,0.87,10.5
224,1,2024-08-11,38.9,29.1,23.2,90.3,0.7,5.6
225,1,2024-08-12,24.4,29.3,25.8,89.2,0.607,12.6
226,1,2024-08-13,28.4,32.5,25.0,93.6,0.633,14.4
227,1,2024-08-14,73.3,30.0,23.9,100.0,0.921,10.3
228,1,2024-08-15,2.2,30.2,24.8,88.7,0.464,10.1
229,1,2024-08-16,0.9,29.1,25.8,76.9,0.456,5.0
230,1,2024-08-17,1.2,31.2,23.2,82.0,0.458,12.2
231,1,2024-08-18,0.8,28.2,25.4,82.6,0.455,13.6
232,1,2024-08-19,16.4,30.9,23.9,79.8,0.555,15.1
233,1,2024-08-20,34.6,30.8,25.1,96.3,0.672,10.9
234,1,2024-08-21,2.7,29.7,25.5,94.8,0.467,16.7
235,1,2024-08-22,2.2,32.8,23.8,89.7,0.464,12.3
236,1,2024-08-23,29.4,30.4,25.9,98.1,0.639,15.3
237,1,2024-08-24,29.8,31.8,25.1,97.1,0.642,17.7
238,1,2024-08-25,0.2,29.6,23.5,81.3,0.451,12.9
239,1,2024-08-26,1.6,30.3,24.8,84.1,0.46,12.7
240,1,2024-08-27,27.6,29.5,25.4,98.3,0.627,4.2
241,1,2024-08-28,1.1,32.8,24.6,80.0,0.457,12.5
242,1,2024-08-29,58.7,31.4,24.7,90.1,0.827,6.5
243,1,2024-08-30,20.4,32.2,25.7,88.7,0.581,11.6
244,1,2024-08-31,38.9,30.3,25.7,90.3,0.7,7.1
245,1,2024-09-01,18.2,35.0,18.7,54.0,0.249,5.4
246,1,2024-09-02,0.0,37.1,21.4,46.7,0.284,13.6
247,1,2024-09-03,37.2,37.5,18.8,48.4,0.3,14.9
248,1,2024-09-04,0.0,32.2,20.0,59.8,0.216,16.7
249,1,2024-09-05,18.6,35.7,19.0,62.8,0.233,12.6
250,1,2024-09-06,0.0,34.7,20.8,57.2,0.205,8.7
251,1,2024-09-07,19.4,32.4,20.3,50.6,0.337,17.3
252,1,2024-09-08,23.2,33.6,18.2,68.1,0.186,16.5
253,1,2024-09-09,0.0,33.7,20.7,65.4,0.327,7.5
254,1,2024-09-10,0.0,36.7,22.5,51.1,0.202,11.9
255,1,2024-09-11,9.6,35.1,18.5,55.0,0.182,16.7
256,1,2024-09-12,0.0,33.9,18.2,57.1,0.222,16.4
257,1,2024-09-13,37.7,37.1,23.9,66.2,0.199,5.3
258,1,2024-09-14,42.7,35.2,18.6,59.1,0.267,5.8
259,1,2024-09-15,36.4,37.3,23.4,53.7,0.341,15.5
260,1,2024-09-16,34.1,32.2,19.9,46.3,0.325,12.0
261,1,2024-09-17,0.0,32.8,19.1,47.2,0.303,8.7
262,1,2024-09-18,4.0,37.6,23.5,63.8,0.27,7.7
263,1,2024-09-19,25.8,32.3,18.2,56.3,0.292,9.1
264,1,2024-09-20,0.0,37.6,21.0,53.5,0.344,15.5
265,1,2024-09-21,0.0,35.7,23.5,53.7,0.241,6.0
266,1,2024-09-22,0.0,35.1,20.3,48.3,0.217,9.1
267,1,2024-09-23,33.6,36.7,20.0,46.2,0.349,11.7
268,1,2024-09-24,0.0,36.5,20.8,50.5,0.211,11.1
269,1,2024-09-25,32.3,35.7,23.9,45.2,0.345,10.6
270,1,2024-09-26,31.4,36.7,21.8,55.2,0.345,12.3
271,1,2024-09-27,0.0,36.6,21.9,55.3,0.254,8.3
272,1,2024-09-28,0.0,35.4,22.3,55.9,0.287,5.8
273,1,2024-09-29,31.6,34.3,20.1,56.3,0.304,17.4
274,1,2024-09-30,0.0,32.6,22.1,53.8,0.284,21.1
275,1,2024-10-01,0.0,32.2,22.8,52.6,0.273,12.7
276,1,2024-10-02,0.0,32.5,20.1,67.0,0.196,9.9
277,1,2024-10-03,0.0,33.9,22.1,45.5,0.279,18.0
278,1,2024-10-04,0.0,33.9,20.4,54.6,0.211,8.6
279,1,2024-10-05,0.0,33.3,22.1,61.2,0.295,15.5
280,1,2024-10-06,0.0,38.0,22.6,55.2,0.334,12.0
281,1,2024-10-07,1.8,34.2,20.4,58.3,0.209,10.7
282,1,2024-10-08,0.0,35.0,21.0,62.9,0.28,10.8
283,1,2024-10-09,0.0,35.0,18.9,49.2,0.181,8.2
284,1,2024-10-10,0.0,36.1,19.6,45.2,0.227,8.8
285,1,2024-10-11,0.0,37.4,21.7,56.6,0.327,11.6
286,1,2024-10-12,0.0,32.4,19.0,55.4,0.304,19.5
287,1,2024-10-13,0.0,37.9,20.5,46.3,0.285,8.9
288,1,2024-10-14,0.0,34.2,19.2,66.8,0.279,15.5
289,1,2024-10-15,0.0,32.4,22.7,51.0,0.272,12.9
290,1,2024-10-16,0.0,35.7,20.7,45.8,0.181,11.9
291,1,2024-10-17,0.0,34.9,21.3,52.4,0.239,5.5
292,1,2024-10-18,0.0,33.3,18.7,61.2,0.25,11.7
293,1,2024-10-19,4.4,32.3,21.6,45.7,0.338,9.8
294,1,2024-10-20,0.0,33.9,20.9,64.1,0.277,2.0
295,1,2024-10-21,0.0,34.6,21.8,53.0,0.247,11.6
296,1,2024-10-22,0.0,33.1,22.1,51.2,0.298,4.6
297,1,2024-10-23,0.0,36.0,19.2,55.1,0.33,12.8
298,1,2024-10-24,0.0,35.1,20.2,53.8,0.315,3.2
299,1,2024-10-25,0.0,33.6,22.4,63.7,0.307,9.5
300,1,2024-10-26,0.0,37.3,20.9,50.2,0.271,14.7
301,1,2024-10-27,1.9,37.0,21.1,67.7,0.285,17.5
302,1,2024-10-28,0.0,37.3,20.3,68.8,0.226,7.4
303,1,2024-10-29,0.0,33.2,22.4,55.4,0.292,15.5
304,1,2024-10-30,0.0,36.8,23.2,67.3,0.288,9.5
305,1,2024-10-31,0.0,36.3,20.9,65.6,0.348,15.3
306,1,2024-11-01,0.0,34.7,23.4,48.3,0.283,10.4
307,1,2024-11-02,0.0,36.1,20.3,65.8,0.289,15.8
308,1,2024-11-03,1.2,36.1,23.0,64.2,0.32,22.0
309,1,2024-11-04,0.0,35.6,19.1,57.2,0.251,12.8
310,1,2024-11-05,2.1,32.2,20.8,62.9,0.299,20.1
311,1,2024-11-06,0.0,35.1,22.9,56.9,0.294,13.6
312,1,2024-11-07,0.0,32.1,20.8,46.6,0.208,15.9
313,1,2024-11-08,1.0,34.5,22.5,46.0,0.3,17.0
314,1,2024-11-09,0.0,36.6,20.7,51.3,0.316,7.1
315,1,2024-11-10,0.0,33.4,19.7,54.8,0.3,7.0
316,1,2024-11-11,0.0,33.0,23.9,60.8,0.296,10.0
317,1,2024-11-12,0.0,34.8,22.9,66.2,0.264,10.9
318,1,2024-11-13,0.0,36.2,19.2,63.6,0.228,14.9
319,1,2024-11-14,0.0,36.7,22.9,55.5,0.199,16.4
320,1,2024-11-15,0.0,32.9,21.2,60.3,0.227,13.2
321,1,2024-11-16,0.0,33.6,20.8,48.3,0.344,13.2
322,1,2024-11-17,0.0,32.6,19.3,50.5,0.3,3.2
323,1,2024-11-18,0.0,33.1,19.6,57.4,0.276,14.7
324,1,2024-11-19,0.0,33.5,18.2,59.4,0.349,12.6
325,1,2024-11-20,0.0,34.9,18.4,46.4,0.338,19.8
326,1,2024-11-21,0.0,37.2,23.1,64.2,0.305,12.9
327,1,2024-11-22,0.0,37.6,20.3,65.9,0.222,10.6
328,1,2024-11-23,0.0,36.6,23.6,61.9,0.231,11.8
329,1,2024-11-24,0.0,33.9,23.7,53.2,0.265,12.7
330,1,2024-11-25,0.0,33.7,18.9,57.7,0.205,6.8
331,1,2024-11-26,0.0,36.3,18.3,68.4,0.236,12.8
332,1,2024-11-27,1.8,37.4,23.1,46.6,0.185,14.6
333,1,2024-11-28,0.0,32.8,20.2,57.5,0.239,21.9
334,1,2024-11-29,0.0,32.3,22.6,59.7,0.237,13.8
335,1,2024-11-30,0.0,32.6,18.7,69.1,0.291,18.9
336,1,2024-12-01,0.0,27.1,9.7,44.6,0.209,18.4
337,1,2024-12-02,0.0,27.6,11.9,47.4,0.216,5.3
338,1,2024-12-03,0.0,28.6,14.0,43.3,0.165,12.7
339,1,2024-12-04,0.0,27.1,9.3,42.5,0.17,19.2
340,1,2024-12-05,0.0,27.4,14.3,45.7,0.258,9.1
341,1,2024-12-06,0.0,28.2,13.0,55.1,0.175,7.6
342,1,2024-12-07,0.0,27.7,9.2,47.6,0.272,16.3
343,1,2024-12-08,0.0,28.6,10.7,60.4,0.238,6.7
344,1,2024-12-09,0.0,27.0,14.3,46.0,0.268,7.9
345,1,2024-12-10,0.0,26.8,13.9,51.9,0.162,15.8
346,1,2024-12-11,0.0,28.6,13.5,50.0,0.256,12.8
347,1,2024-12-12,0.0,26.1,9.9,51.9,0.248,15.2
348,1,2024-12-13,0.0,30.1,13.4,54.3,0.257,2.0
349,1,2024-12-14,0.0,29.4,13.2,46.8,0.247,18.2
350,1,2024-12-15,0.0,26.9,12.8,57.8,0.263,12.6
351,1,2024-12-16,0.0,28.5,10.8,57.7,0.224,8.1
352,1,2024-12-17,0.0,29.4,10.8,51.9,0.222,11.5
353,1,2024-12-18,0.0,26.9,13.9,46.9,0.268,9.8
354,1,2024-12-19,0.0,26.0,12.2,46.0,0.213,6.0
355,1,2024-12-20,0.0,26.8,14.0,61.4,0.275,16.9
356,1,2024-12-21,0.0,27.4,9.2,60.8,0.265,9.7
357,1,2024-12-22,0.0,28.3,10.7,41.5,0.241,13.1
358,1,2024-12-23,0.0,28.6,9.7,60.1,0.194,15.9
359,1,2024-12-24,0.0,26.9,13.2,60.0,0.153,14.0
360,1,2024-12-25,0.0,28.0,13.6,51.0,0.22,14.4
361,1,2024-12-26,0.0,28.8,9.6,41.7,0.236,10.2
362,1,2024-12-27,4.6,28.5,10.3,43.5,0.279,5.7
363,1,2024-12-28,0.0,27.7,9.2,61.5,0.248,7.2
364,1,2024-12-29,0.0,27.8,13.9,46.2,0.195,2.0
365,1,2024-12-30,0.0,27.3,11.0,50.1,0.159,16.0
366,1,2024-12-31,0.0,26.5,9.0,43.1,0.238,10.3
367,1,2025-01-01,0.0,28.7,13.2,45.0,0.231,13.0
368,1,2025-01-02,0.0,26.2,11.1,40.5,0.191,9.4
369,1,2025-01-03,0.0,27.0,13.8,50.3,0.191,14.2
370,1,2025-01-04,0.0,28.6,11.0,48.7,0.19,14.3
371,1,2025-01-05,0.0,27.5,11.7,49.3,0.193,13.1
372,1,2025-01-06,0.0,27.1,10.6,53.6,0.174,3.0
373,1,2025-01-07,0.0,29.0,9.7,47.0,0.216,20.8
374,1,2025-01-08,0.0,26.6,11.4,44.8,0.231,8.1
375,1,2025-01-09,0.0,27.2,13.5,57.9,0.159,14.5
376,1,2025-01-10,0.0,29.8,10.8,42.4,0.253,6.7
377,1,2025-01-11,0.0,28.9,14.4,57.0,0.163,19.4
378,1,2025-01-12,0.0,27.6,13.8,42.9,0.262,7.7
379,1,2025-01-13,0.0,26.3,13.8,60.9,0.216,7.3
380,1,2025-01-14,0.0,27.4,10.4,55.0,0.217,13.8
381,1,2025-01-15,0.0,29.2,12.8,60.9,0.248,12.6
382,1,2025-01-16,0.0,26.3,9.5,55.0,0.203,19.1
383,1,2025-01-17,0.0,27.4,10.3,58.8,0.193,15.6
384,1,2025-01-18,0.0,26.3,12.5,47.6,0.166,7.2
385,1,2025-01-19,0.0,26.3,13.7,54.5,0.25,15.6
386,1,2025-01-20,0.0,29.5,13.4,45.3,0.162,13.6
387,1,2025-01-21,0.0,27.1,9.3,52.0,0.201,12.3
388,1,2025-01-22,0.0,27.0,10.9,44.9,0.183,16.9
389,1,2025-01-23,0.0,27.7,10.3,40.6,0.242,9.5
390,1,2025-01-24,0.0,28.3,10.8,52.5,0.174,9.3
391,1,2025-01-25,0.9,29.4,12.4,48.0,0.189,15.6
392,1,2025-01-26,0.0,26.5,11.0,48.0,0.172,11.2
393,1,2025-01-27,0.0,30.3,13.7,60.9,0.15,16.1
394,1,2025-01-28,0.0,28.1,12.6,47.5,0.26,14.4
395,1,2025-01-29,2.5,28.0,11.4,42.3,0.223,15.0
396,1,2025-01-30,0.0,26.7,10.1,59.5,0.169,17.5
